"gene","n_datasets_with_gene","non_imputed_First.trimester","non_imputed_Second.trimester","in_both_groups"
"154810",5,60,8,TRUE
"154865",3,8,8,TRUE
"154881",4,44,8,TRUE
"1549",3,8,8,TRUE
"155006",3,8,8,TRUE
"155051",3,8,8,TRUE
"1551",3,8,8,TRUE
"155185",5,60,8,TRUE
"1553",3,8,8,TRUE
"155435",5,60,8,TRUE
"1555",3,8,8,TRUE
"1557",4,24,8,TRUE
"1558",4,24,8,TRUE
"1559",3,8,8,TRUE
"1562",3,8,8,TRUE
"1564",3,8,8,TRUE
"157",5,60,8,TRUE
"1571",3,8,8,TRUE
"157310",3,8,8,TRUE
"157313",5,60,8,TRUE
"157378",3,8,8,TRUE
"157570",4,44,8,TRUE
"157574",3,8,8,TRUE
"1576",3,8,8,TRUE
"157680",5,60,8,TRUE
"1577",4,44,8,TRUE
"157724",3,8,8,TRUE
"157753",3,8,8,TRUE
"157773",3,8,8,TRUE
"157807",3,8,8,TRUE
"157848",3,8,8,TRUE
"157855",3,8,8,TRUE
"1579",3,8,8,TRUE
"1580",4,24,8,TRUE
"158038",4,44,8,TRUE
"158046",3,8,8,TRUE
"158067",3,8,8,TRUE
"1581",3,8,8,TRUE
"158131",3,8,8,TRUE
"158135",4,24,8,TRUE
"158158",5,60,8,TRUE
"1582",4,24,8,TRUE
"158248",3,8,8,TRUE
"158297",3,8,8,TRUE
"1584",4,44,8,TRUE
"158405",3,8,8,TRUE
"158431",5,60,8,TRUE
"158471",3,8,8,TRUE
"1585",4,24,8,TRUE
"158506",3,8,8,TRUE
"158521",3,8,8,TRUE
"1586",3,8,8,TRUE
"158724",4,44,8,TRUE
"158763",3,8,8,TRUE
"158787",3,8,8,TRUE
"158798",3,8,8,TRUE
"158800",3,8,8,TRUE
"158809",3,8,8,TRUE
"158830",3,8,8,TRUE
"158833",3,8,8,TRUE
"158866",4,24,8,TRUE
"1589",3,8,8,TRUE
"159091",3,8,8,TRUE
"159195",5,60,8,TRUE
"159296",4,44,8,TRUE
"1594",3,8,8,TRUE
"159989",3,8,8,TRUE
"1600",5,60,8,TRUE
"160287",3,8,8,TRUE
"160298",4,44,8,TRUE
"160335",4,44,8,TRUE
"160419",3,8,8,TRUE
"160428",3,8,8,TRUE
"160492",3,8,8,TRUE
"1607",3,8,8,TRUE
"160762",3,8,8,TRUE
"160777",4,24,8,TRUE
"1608",4,24,8,TRUE
"160851",4,44,8,TRUE
"1610",4,44,8,TRUE
"161003",3,8,8,TRUE
"161142",3,8,8,TRUE
"161176",3,8,8,TRUE
"161247",4,24,8,TRUE
"161253",3,8,8,TRUE
"161357",3,8,8,TRUE
"161424",4,44,8,TRUE
"161436",3,8,8,TRUE
"161502",3,8,8,TRUE
"161514",3,8,8,TRUE
"161582",3,8,8,TRUE
"161725",4,44,8,TRUE
"161753",3,8,8,TRUE
"161779",4,44,8,TRUE
"1618",3,8,8,TRUE
"161829",3,8,8,TRUE
"161931",4,44,8,TRUE
"1620",3,8,8,TRUE
"162083",3,8,8,TRUE
"1621",3,8,8,TRUE
"162333",4,24,8,TRUE
"162417",5,60,8,TRUE
"162461",4,24,8,TRUE
"162514",3,8,8,TRUE
"162515",5,60,8,TRUE
"162517",3,8,8,TRUE
"162540",4,24,8,TRUE
"162655",4,44,8,TRUE
"1628",5,60,8,TRUE
"162962",3,8,8,TRUE
"162968",3,8,8,TRUE
"162972",4,44,8,TRUE
"162993",3,8,8,TRUE
"162998",3,8,8,TRUE
"1630",3,8,8,TRUE
"163051",5,60,8,TRUE
"163131",4,44,8,TRUE
"163154",4,44,8,TRUE
"163175",3,8,8,TRUE
"163227",5,60,8,TRUE
"163255",4,24,8,TRUE
"163351",4,44,8,TRUE
"163404",3,8,8,TRUE
"163479",3,8,8,TRUE
"163589",3,8,8,TRUE
"1636",3,8,8,TRUE
"163688",3,8,8,TRUE
"163702",4,44,8,TRUE
"163747",3,8,8,TRUE
"163778",4,24,8,TRUE
"1638",3,8,8,TRUE
"163933",4,44,8,TRUE
"164045",3,8,8,TRUE
"164127",3,8,8,TRUE
"164237",3,8,8,TRUE
"164284",3,8,8,TRUE
"1643",5,60,8,TRUE
"164395",3,8,8,TRUE
"1644",3,8,8,TRUE
"1645",3,8,8,TRUE
"164592",3,8,8,TRUE
"164633",3,8,8,TRUE
"164684",3,8,8,TRUE
"164781",3,8,8,TRUE
"165082",4,24,8,TRUE
"165100",3,8,8,TRUE
"165186",4,44,8,TRUE
"165530",3,8,8,TRUE
"165545",5,60,8,TRUE
"1656",5,60,8,TRUE
"165631",3,8,8,TRUE
"165679",3,8,8,TRUE
"165721",4,24,8,TRUE
"165904",4,24,8,TRUE
"165918",4,44,8,TRUE
"166348",3,8,8,TRUE
"166378",3,8,8,TRUE
"166614",3,8,8,TRUE
"166647",4,44,8,TRUE
"166752",3,8,8,TRUE
"166863",3,8,8,TRUE
"1669",3,8,8,TRUE
"166968",5,60,8,TRUE
"166979",4,24,8,TRUE
"167",4,24,8,TRUE
"1670",3,8,8,TRUE
"1671",3,8,8,TRUE
"167691",5,60,8,TRUE
"167826",3,8,8,TRUE
"167838",3,8,8,TRUE
"168090",3,8,8,TRUE
"168391",3,8,8,TRUE
"168400",3,8,8,TRUE
"168433",3,8,8,TRUE
"168451",4,44,8,TRUE
"168455",5,60,8,TRUE
"168507",4,24,8,TRUE
"168620",4,44,8,TRUE
"168975",3,8,8,TRUE
"169026",3,8,8,TRUE
"169044",4,24,8,TRUE
"169166",3,8,8,TRUE
"169270",4,24,8,TRUE
"169436",3,8,8,TRUE
"169522",3,8,8,TRUE
"169693",3,8,8,TRUE
"169841",3,8,8,TRUE
"169966",3,8,8,TRUE
"170062",3,8,8,TRUE
"170082",4,44,8,TRUE
"170261",4,24,8,TRUE
"170302",3,8,8,TRUE
"170392",3,8,8,TRUE
"170482",3,8,8,TRUE
"170487",3,8,8,TRUE
"170572",3,8,8,TRUE
"170589",4,24,8,TRUE
"170591",4,24,8,TRUE
"170679",4,44,8,TRUE
"170680",5,60,8,TRUE
"170685",4,44,8,TRUE
"170689",3,8,8,TRUE
"170690",3,8,8,TRUE
"170691",3,8,8,TRUE
"170712",3,8,8,TRUE
"170825",4,24,8,TRUE
"170850",3,8,8,TRUE
"171024",4,44,8,TRUE
"171169",3,8,8,TRUE
"171389",3,8,8,TRUE
"171392",5,60,8,TRUE
"171482",3,8,8,TRUE
"171483",3,8,8,TRUE
"171484",3,8,8,TRUE
"1723",4,44,8,TRUE
"173",3,8,8,TRUE
"1731",3,8,8,TRUE
"1733",4,24,8,TRUE
"174",4,24,8,TRUE
"1740",4,44,8,TRUE
"1745",3,8,8,TRUE
"1746",3,8,8,TRUE
"1755",3,8,8,TRUE
"1757",4,44,8,TRUE
"1758",3,8,8,TRUE
"1759",4,44,8,TRUE
"176",4,44,8,TRUE
"1761",3,8,8,TRUE
"1767",3,8,8,TRUE
"1768",3,8,8,TRUE
"1769",3,8,8,TRUE
"1770",3,8,8,TRUE
"1773",5,60,8,TRUE
"1775",3,8,8,TRUE
"1780",3,8,8,TRUE
"1787",3,8,8,TRUE
"1791",3,8,8,TRUE
"1796",5,60,8,TRUE
"1800",3,8,8,TRUE
"1801",4,24,8,TRUE
"1807",3,8,8,TRUE
"181",3,8,8,TRUE
"1811",3,8,8,TRUE
"1812",3,8,8,TRUE
"1813",4,24,8,TRUE
"1814",3,8,8,TRUE
"1816",4,44,8,TRUE
"1821",3,8,8,TRUE
"1823",5,60,8,TRUE
"1828",3,8,8,TRUE
"183",4,44,8,TRUE
"1830",3,8,8,TRUE
"1833",3,8,8,TRUE
"1834",3,8,8,TRUE
"1840",3,8,8,TRUE
"1841",5,60,8,TRUE
"1842",3,8,8,TRUE
"1846",5,60,8,TRUE
"1849",3,8,8,TRUE
"1855",5,60,8,TRUE
"186",3,8,8,TRUE
"1889",5,60,8,TRUE
"189",4,24,8,TRUE
"1896",4,24,8,TRUE
"190",3,8,8,TRUE
"1907",3,8,8,TRUE
"1908",3,8,8,TRUE
"1917",3,8,8,TRUE
"192111",5,60,8,TRUE
"192134",4,44,8,TRUE
"192668",3,8,8,TRUE
"192670",5,60,8,TRUE
"192683",3,8,8,TRUE
"1943",5,60,8,TRUE
"1944",4,24,8,TRUE
"1946",4,44,8,TRUE
"1949",5,60,8,TRUE
"1950",3,8,8,TRUE
"1951",3,8,8,TRUE
"1953",5,60,8,TRUE
"1954",4,44,8,TRUE
"195814",3,8,8,TRUE
"195828",3,8,8,TRUE
"1960",3,8,8,TRUE
"196051",3,8,8,TRUE
"1961",4,24,8,TRUE
"196264",4,44,8,TRUE
"196374",3,8,8,TRUE
"196385",3,8,8,TRUE
"196394",3,8,8,TRUE
"196446",3,8,8,TRUE
"196472",3,8,8,TRUE
"196477",3,8,8,TRUE
"196500",4,24,8,TRUE
"196541",5,60,8,TRUE
"196792",3,8,8,TRUE
"196951",3,8,8,TRUE
"197",3,8,8,TRUE
"197021",3,8,8,TRUE
"197135",3,8,8,TRUE
"197320",4,44,8,TRUE
"197322",5,60,8,TRUE
"197342",3,8,8,TRUE
"197358",4,44,8,TRUE
"197407",4,44,8,TRUE
"198437",3,8,8,TRUE
"1990",3,8,8,TRUE
"1991",4,24,8,TRUE
"1993",3,8,8,TRUE
"1995",4,24,8,TRUE
"1996",3,8,8,TRUE
"199675",3,8,8,TRUE
"199699",3,8,8,TRUE
"199713",4,44,8,TRUE
"199720",4,24,8,TRUE
"199731",3,8,8,TRUE
"199786",4,24,8,TRUE
"199920",3,8,8,TRUE
"199953",4,44,8,TRUE
"199964",5,60,8,TRUE
"199974",3,8,8,TRUE
"200010",3,8,8,TRUE
"200035",3,8,8,TRUE
"200150",3,8,8,TRUE
"200159",3,8,8,TRUE
"200162",3,8,8,TRUE
"200172",3,8,8,TRUE
"200232",3,8,8,TRUE
"200315",3,8,8,TRUE
"200373",3,8,8,TRUE
"2004",5,60,8,TRUE
"200403",3,8,8,TRUE
"200407",3,8,8,TRUE
"200424",3,8,8,TRUE
"2005",4,44,8,TRUE
"200504",3,8,8,TRUE
"200523",4,44,8,TRUE
"200558",4,24,8,TRUE
"200576",5,60,8,TRUE
"200634",5,60,8,TRUE
"200765",4,44,8,TRUE
"200844",4,24,8,TRUE
"200879",4,44,8,TRUE
"200931",4,24,8,TRUE
"200958",5,60,8,TRUE
"200959",3,8,8,TRUE
"201140",3,8,8,TRUE
"201181",3,8,8,TRUE
"201191",3,8,8,TRUE
"201229",4,44,8,TRUE
"201292",3,8,8,TRUE
"201299",4,44,8,TRUE
"2013",5,60,8,TRUE
"201305",3,8,8,TRUE
"201456",3,8,8,TRUE
"2015",3,8,8,TRUE
"201514",4,24,8,TRUE
"2016",4,44,8,TRUE
"201625",3,8,8,TRUE
"201627",5,60,8,TRUE
"201780",3,8,8,TRUE
"201798",3,8,8,TRUE
"2019",3,8,8,TRUE
"2020",4,44,8,TRUE
"202309",3,8,8,TRUE
"202374",3,8,8,TRUE
"202500",3,8,8,TRUE
"202559",3,8,8,TRUE
"2026",4,24,8,TRUE
"202865",3,8,8,TRUE
"202915",4,44,8,TRUE
"2030",4,44,8,TRUE
"203054",5,60,8,TRUE
"203062",4,44,8,TRUE
"203074",4,24,8,TRUE
"203076",3,8,8,TRUE
"203102",3,8,8,TRUE
"203190",4,24,8,TRUE
"203413",3,8,8,TRUE
"203430",3,8,8,TRUE
"2035",4,44,8,TRUE
"203523",4,44,8,TRUE
"2038",5,60,8,TRUE
"203859",3,8,8,TRUE
"2039",3,8,8,TRUE
"204219",3,8,8,TRUE
"2044",3,8,8,TRUE
"204474",3,8,8,TRUE
"2045",3,8,8,TRUE
"2047",3,8,8,TRUE
"204801",3,8,8,TRUE
"204851",5,60,8,TRUE
"204962",4,24,8,TRUE
"2051",5,60,8,TRUE
"205147",5,60,8,TRUE
"2056",4,44,8,TRUE
"205717",4,44,8,TRUE
"2066",3,8,8,TRUE
"2069",3,8,8,TRUE
"2070",3,8,8,TRUE
"2072",4,44,8,TRUE
"2078",3,8,8,TRUE
"208",4,44,8,TRUE
"2081",5,60,8,TRUE
"2099",3,8,8,TRUE
"2100",4,44,8,TRUE
"2103",3,8,8,TRUE
"2115",3,8,8,TRUE
"2121",3,8,8,TRUE
"2128",5,60,8,TRUE
"2134",5,60,8,TRUE
"2138",3,8,8,TRUE
"2139",5,60,8,TRUE
"2145",4,44,8,TRUE
"2147",3,8,8,TRUE
"2151",3,8,8,TRUE
"2155",5,60,8,TRUE
"2157",5,60,8,TRUE
"2158",3,8,8,TRUE
"2160",3,8,8,TRUE
"2161",4,24,8,TRUE
"2165",3,8,8,TRUE
"2168",3,8,8,TRUE
"2169",3,8,8,TRUE
"2172",3,8,8,TRUE
"2173",4,44,8,TRUE
"2175",5,60,8,TRUE
"2176",5,60,8,TRUE
"218",3,8,8,TRUE
"2187",5,60,8,TRUE
"2188",5,60,8,TRUE
"219287",3,8,8,TRUE
"219293",4,44,8,TRUE
"219409",4,44,8,TRUE
"219527",3,8,8,TRUE
"219537",3,8,8,TRUE
"219539",5,60,8,TRUE
"219557",4,24,8,TRUE
"219578",3,8,8,TRUE
"2196",4,24,8,TRUE
"219621",4,24,8,TRUE
"219670",3,8,8,TRUE
"219681",3,8,8,TRUE
"219770",4,24,8,TRUE
"219790",5,60,8,TRUE
"219793",4,24,8,TRUE
"219855",4,44,8,TRUE
"219899",4,44,8,TRUE
"219938",3,8,8,TRUE
"219970",3,8,8,TRUE
"219990",3,8,8,TRUE
"219995",4,44,8,TRUE
"220004",4,44,8,TRUE
"220047",3,8,8,TRUE
"220082",3,8,8,TRUE
"220108",4,44,8,TRUE
"220136",3,8,8,TRUE
"220202",5,60,8,TRUE
"220213",4,44,8,TRUE
"220296",3,8,8,TRUE
"220359",3,8,8,TRUE
"220382",3,8,8,TRUE
"2204",3,8,8,TRUE
"220416",3,8,8,TRUE
"2205",3,8,8,TRUE
"2206",3,8,8,TRUE
"2208",3,8,8,TRUE
"220963",3,8,8,TRUE
"220965",3,8,8,TRUE
"221002",4,44,8,TRUE
"221044",4,24,8,TRUE
"221074",3,8,8,TRUE
"221091",4,24,8,TRUE
"221184",5,60,8,TRUE
"221188",4,44,8,TRUE
"221191",3,8,8,TRUE
"221223",4,24,8,TRUE
"221264",4,44,8,TRUE
"221336",3,8,8,TRUE
"221391",3,8,8,TRUE
"221393",3,8,8,TRUE
"221409",3,8,8,TRUE
"221421",3,8,8,TRUE
"221424",3,8,8,TRUE
"221476",4,24,8,TRUE
"221481",3,8,8,TRUE
"221527",5,60,8,TRUE
"221656",3,8,8,TRUE
"221662",3,8,8,TRUE
"221687",3,8,8,TRUE
"221692",3,8,8,TRUE
"221711",3,8,8,TRUE
"221749",5,60,8,TRUE
"221806",3,8,8,TRUE
"221823",3,8,8,TRUE
"221833",4,24,8,TRUE
"221935",5,60,8,TRUE
"221938",3,8,8,TRUE
"2220",3,8,8,TRUE
"222008",3,8,8,TRUE
"222171",5,60,8,TRUE
"222183",4,44,8,TRUE
"222234",4,44,8,TRUE
"222235",3,8,8,TRUE
"222255",5,60,8,TRUE
"222256",3,8,8,TRUE
"222487",3,8,8,TRUE
"222537",3,8,8,TRUE
"222545",3,8,8,TRUE
"222553",3,8,8,TRUE
"222642",3,8,8,TRUE
"222659",3,8,8,TRUE
"222662",4,24,8,TRUE
"222663",3,8,8,TRUE
"222696",3,8,8,TRUE
"222698",3,8,8,TRUE
"222826",3,8,8,TRUE
"222865",3,8,8,TRUE
"222894",4,24,8,TRUE
"222950",3,8,8,TRUE
"223075",4,24,8,TRUE
"223117",3,8,8,TRUE
"2232",5,60,8,TRUE
"2243",3,8,8,TRUE
"2244",3,8,8,TRUE
"2246",4,24,8,TRUE
"2248",4,44,8,TRUE
"2249",3,8,8,TRUE
"225",3,8,8,TRUE
"2250",3,8,8,TRUE
"2251",4,24,8,TRUE
"2252",3,8,8,TRUE
"2253",4,24,8,TRUE
"2255",4,24,8,TRUE
"2256",3,8,8,TRUE
"225689",4,24,8,TRUE
"2259",3,8,8,TRUE
"2260",5,60,8,TRUE
"2263",5,60,8,TRUE
"2264",4,44,8,TRUE
"2266",3,8,8,TRUE
"22797",4,24,8,TRUE
"22802",3,8,8,TRUE
"22821",3,8,8,TRUE
"22829",4,24,8,TRUE
"22843",3,8,8,TRUE
"22844",3,8,8,TRUE
"22854",3,8,8,TRUE
"22861",4,24,8,TRUE
"22865",3,8,8,TRUE
"22866",3,8,8,TRUE
"22869",5,60,8,TRUE
"22872",5,60,8,TRUE
"22873",5,60,8,TRUE
"22877",4,44,8,TRUE
"22890",5,60,8,TRUE
"22891",3,8,8,TRUE
"22895",3,8,8,TRUE
"22899",5,60,8,TRUE
"229",3,8,8,TRUE
"2290",3,8,8,TRUE
"22901",3,8,8,TRUE
"22917",4,24,8,TRUE
"22944",5,60,8,TRUE
"22953",5,60,8,TRUE
"22983",4,44,8,TRUE
"22986",3,8,8,TRUE
"22987",3,8,8,TRUE
"22989",3,8,8,TRUE
"2299",4,24,8,TRUE
"22996",4,44,8,TRUE
"22997",3,8,8,TRUE
"22999",3,8,8,TRUE
"2300",4,44,8,TRUE
"23007",3,8,8,TRUE
"2301",3,8,8,TRUE
"23015",5,60,8,TRUE
"23017",3,8,8,TRUE
"2302",4,24,8,TRUE
"23025",3,8,8,TRUE
"23026",3,8,8,TRUE
"23036",4,44,8,TRUE
"23038",4,44,8,TRUE
"2304",4,44,8,TRUE
"23040",3,8,8,TRUE
"23043",5,60,8,TRUE
"23046",3,8,8,TRUE
"2306",4,44,8,TRUE
"23072",3,8,8,TRUE
"23076",4,44,8,TRUE
"23091",4,44,8,TRUE
"23101",3,8,8,TRUE
"23109",4,44,8,TRUE
"23114",4,24,8,TRUE
"2312",3,8,8,TRUE
"23120",4,44,8,TRUE
"23125",5,60,8,TRUE
"23133",4,44,8,TRUE
"23143",5,60,8,TRUE
"23149",4,24,8,TRUE
"2315",3,8,8,TRUE
"23150",4,44,8,TRUE
"23160",4,44,8,TRUE
"23176",4,44,8,TRUE
"23186",5,60,8,TRUE
"23195",5,60,8,TRUE
"23205",3,8,8,TRUE
"23209",3,8,8,TRUE
"2321",5,60,8,TRUE
"23217",4,44,8,TRUE
"2322",4,24,8,TRUE
"23220",4,44,8,TRUE
"23229",4,24,8,TRUE
"2323",3,8,8,TRUE
"23237",3,8,8,TRUE
"23241",4,44,8,TRUE
"23244",4,44,8,TRUE
"23245",4,44,8,TRUE
"23250",5,60,8,TRUE
"23251",3,8,8,TRUE
"23252",4,44,8,TRUE
"23255",3,8,8,TRUE
"23262",5,60,8,TRUE
"23263",4,44,8,TRUE
"23264",5,60,8,TRUE
"23268",4,44,8,TRUE
"23270",4,44,8,TRUE
"2328",3,8,8,TRUE
"23281",3,8,8,TRUE
"23288",5,60,8,TRUE
"23305",3,8,8,TRUE
"23314",3,8,8,TRUE
"23316",3,8,8,TRUE
"2332",5,60,8,TRUE
"23322",3,8,8,TRUE
"23329",3,8,8,TRUE
"23334",5,60,8,TRUE
"23345",5,60,8,TRUE
"23349",3,8,8,TRUE
"23367",4,44,8,TRUE
"23373",4,44,8,TRUE
"23397",5,60,8,TRUE
"23410",5,60,8,TRUE
"23415",3,8,8,TRUE
"23416",3,8,8,TRUE
"23418",3,8,8,TRUE
"23430",4,24,8,TRUE
"23432",5,60,8,TRUE
"23436",3,8,8,TRUE
"23439",3,8,8,TRUE
"23440",3,8,8,TRUE
"2346",3,8,8,TRUE
"23467",3,8,8,TRUE
"23495",3,8,8,TRUE
"23504",3,8,8,TRUE
"23519",5,60,8,TRUE
"2352",5,60,8,TRUE
"23522",5,60,8,TRUE
"23532",3,8,8,TRUE
"23533",4,24,8,TRUE
"23538",3,8,8,TRUE
"23539",4,24,8,TRUE
"23541",3,8,8,TRUE
"23542",4,44,8,TRUE
"23544",3,8,8,TRUE
"23546",4,44,8,TRUE
"23547",4,24,8,TRUE
"23551",4,44,8,TRUE
"2356",5,60,8,TRUE
"23563",4,24,8,TRUE
"23567",5,60,8,TRUE
"23569",4,44,8,TRUE
"23581",3,8,8,TRUE
"23598",5,60,8,TRUE
"23601",3,8,8,TRUE
"23604",3,8,8,TRUE
"23617",3,8,8,TRUE
"23619",4,44,8,TRUE
"23620",3,8,8,TRUE
"23624",4,44,8,TRUE
"23626",3,8,8,TRUE
"23632",5,60,8,TRUE
"23639",3,8,8,TRUE
"23641",5,60,8,TRUE
"23647",5,60,8,TRUE
"23657",3,8,8,TRUE
"23671",4,44,8,TRUE
"23676",3,8,8,TRUE
"23683",5,60,8,TRUE
"23704",3,8,8,TRUE
"23732",3,8,8,TRUE
"23742",3,8,8,TRUE
"23743",3,8,8,TRUE
"23746",3,8,8,TRUE
"23759",5,60,8,TRUE
"23769",3,8,8,TRUE
"23774",3,8,8,TRUE
"238",3,8,8,TRUE
"239",3,8,8,TRUE
"24",3,8,8,TRUE
"240",5,60,8,TRUE
"24141",4,24,8,TRUE
"242",3,8,8,TRUE
"245711",3,8,8,TRUE
"245802",4,24,8,TRUE
"245806",4,24,8,TRUE
"245932",3,8,8,TRUE
"245934",3,8,8,TRUE
"245937",3,8,8,TRUE
"245938",3,8,8,TRUE
"246",3,8,8,TRUE
"246176",4,24,8,TRUE
"246213",3,8,8,TRUE
"246269",5,60,8,TRUE
"246329",4,24,8,TRUE
"246330",5,60,8,TRUE
"246744",3,8,8,TRUE
"248",3,8,8,TRUE
"2488",3,8,8,TRUE
"2491",4,24,8,TRUE
"2492",3,8,8,TRUE
"2494",3,8,8,TRUE
"251",4,44,8,TRUE
"2515",3,8,8,TRUE
"2516",3,8,8,TRUE
"2520",4,44,8,TRUE
"2523",5,60,8,TRUE
"2524",4,24,8,TRUE
"2525",3,8,8,TRUE
"2527",4,24,8,TRUE
"252884",3,8,8,TRUE
"2529",4,44,8,TRUE
"252983",4,44,8,TRUE
"253012",3,8,8,TRUE
"253017",3,8,8,TRUE
"253190",5,60,8,TRUE
"253430",4,44,8,TRUE
"253512",3,8,8,TRUE
"253559",3,8,8,TRUE
"253635",4,44,8,TRUE
"253639",4,44,8,TRUE
"253650",4,44,8,TRUE
"2538",3,8,8,TRUE
"253982",5,60,8,TRUE
"254013",4,24,8,TRUE
"254042",3,8,8,TRUE
"254050",3,8,8,TRUE
"254122",4,24,8,TRUE
"254158",3,8,8,TRUE
"254173",4,24,8,TRUE
"254187",3,8,8,TRUE
"254240",3,8,8,TRUE
"254268",3,8,8,TRUE
"2543",3,8,8,TRUE
"254394",4,44,8,TRUE
"254439",3,8,8,TRUE
"254528",3,8,8,TRUE
"254773",3,8,8,TRUE
"254778",5,60,8,TRUE
"254827",4,24,8,TRUE
"254956",3,8,8,TRUE
"2550",4,24,8,TRUE
"255022",4,24,8,TRUE
"255027",4,24,8,TRUE
"255043",5,60,8,TRUE
"255057",3,8,8,TRUE
"255061",4,44,8,TRUE
"255101",5,60,8,TRUE
"255119",3,8,8,TRUE
"255220",3,8,8,TRUE
"255275",3,8,8,TRUE
"255374",4,44,8,TRUE
"2554",3,8,8,TRUE
"255403",3,8,8,TRUE
"255411",3,8,8,TRUE
"255426",5,60,8,TRUE
"2555",3,8,8,TRUE
"2556",3,8,8,TRUE
"255626",4,24,8,TRUE
"255631",3,8,8,TRUE
"2557",4,24,8,TRUE
"255738",3,8,8,TRUE
"255762",3,8,8,TRUE
"255798",3,8,8,TRUE
"2558",3,8,8,TRUE
"255928",3,8,8,TRUE
"256006",3,8,8,TRUE
"256076",3,8,8,TRUE
"2561",3,8,8,TRUE
"256130",3,8,8,TRUE
"256158",3,8,8,TRUE
"256223",3,8,8,TRUE
"256227",3,8,8,TRUE
"2563",4,24,8,TRUE
"256302",5,60,8,TRUE
"256309",3,8,8,TRUE
"256329",4,44,8,TRUE
"256369",3,8,8,TRUE
"256380",5,60,8,TRUE
"256472",5,60,8,TRUE
"2565",3,8,8,TRUE
"256536",5,60,8,TRUE
"2566",3,8,8,TRUE
"256646",3,8,8,TRUE
"2567",3,8,8,TRUE
"256710",3,8,8,TRUE
"256764",3,8,8,TRUE
"2568",3,8,8,TRUE
"256815",3,8,8,TRUE
"256957",3,8,8,TRUE
"256979",4,44,8,TRUE
"257",3,8,8,TRUE
"2570",3,8,8,TRUE
"257000",4,44,8,TRUE
"257062",3,8,8,TRUE
"257101",3,8,8,TRUE
"257144",3,8,8,TRUE
"257169",3,8,8,TRUE
"257177",3,8,8,TRUE
"257194",3,8,8,TRUE
"2572",3,8,8,TRUE
"257240",3,8,8,TRUE
"257407",4,44,8,TRUE
"25758",3,8,8,TRUE
"257629",3,8,8,TRUE
"25763",3,8,8,TRUE
"25769",3,8,8,TRUE
"25770",3,8,8,TRUE
"25774",3,8,8,TRUE
"25790",5,60,8,TRUE
"25791",3,8,8,TRUE
"25792",5,60,8,TRUE
"25794",3,8,8,TRUE
"258",3,8,8,TRUE
"258010",3,8,8,TRUE
"25803",4,44,8,TRUE
"25806",3,8,8,TRUE
"25817",3,8,8,TRUE
"25818",3,8,8,TRUE
"25823",5,60,8,TRUE
"2583",3,8,8,TRUE
"25830",3,8,8,TRUE
"25834",3,8,8,TRUE
"25837",3,8,8,TRUE
"25861",3,8,8,TRUE
"2587",3,8,8,TRUE
"25871",4,44,8,TRUE
"25876",4,44,8,TRUE
"25885",5,60,8,TRUE
"25894",3,8,8,TRUE
"25898",5,60,8,TRUE
"259",3,8,8,TRUE
"259173",5,60,8,TRUE
"259197",3,8,8,TRUE
"259232",3,8,8,TRUE
"259236",3,8,8,TRUE
"259239",3,8,8,TRUE
"25924",3,8,8,TRUE
"259240",3,8,8,TRUE
"259249",3,8,8,TRUE
"25928",3,8,8,TRUE
"259282",4,44,8,TRUE
"259285",3,8,8,TRUE
"259286",3,8,8,TRUE
"259287",3,8,8,TRUE
"259296",3,8,8,TRUE
"259307",4,44,8,TRUE
"259308",3,8,8,TRUE
"25939",4,24,8,TRUE
"2595",3,8,8,TRUE
"25956",5,60,8,TRUE
"25961",3,8,8,TRUE
"25992",3,8,8,TRUE
"26005",5,60,8,TRUE
"26011",3,8,8,TRUE
"26030",3,8,8,TRUE
"26033",3,8,8,TRUE
"26038",3,8,8,TRUE
"260425",4,44,8,TRUE
"260429",4,24,8,TRUE
"260434",5,60,8,TRUE
"260436",3,8,8,TRUE
"26045",3,8,8,TRUE
"26049",4,44,8,TRUE
"26050",3,8,8,TRUE
"26052",3,8,8,TRUE
"26059",3,8,8,TRUE
"26074",4,24,8,TRUE
"26084",4,24,8,TRUE
"26085",3,8,8,TRUE
"26086",4,44,8,TRUE
"26093",4,44,8,TRUE
"26095",3,8,8,TRUE
"26103",3,8,8,TRUE
"26146",4,44,8,TRUE
"26150",3,8,8,TRUE
"26154",5,60,8,TRUE
"26160",5,60,8,TRUE
"26164",4,44,8,TRUE
"26166",3,8,8,TRUE
"26167",3,8,8,TRUE
"26168",5,60,8,TRUE
"261729",3,8,8,TRUE
"261734",3,8,8,TRUE
"26188",4,24,8,TRUE
"26189",3,8,8,TRUE
"26191",3,8,8,TRUE
"2620",3,8,8,TRUE
"26211",3,8,8,TRUE
"26212",4,44,8,TRUE
"26219",4,24,8,TRUE
"26228",3,8,8,TRUE
"2623",3,8,8,TRUE
"26230",4,44,8,TRUE
"26235",5,60,8,TRUE
"26239",4,24,8,TRUE
"26245",3,8,8,TRUE
"26246",4,24,8,TRUE
"26248",3,8,8,TRUE
"26251",4,24,8,TRUE
"26253",3,8,8,TRUE
"26254",3,8,8,TRUE
"26256",3,8,8,TRUE
"26257",4,44,8,TRUE
"2626",3,8,8,TRUE
"26261",4,44,8,TRUE
"26267",3,8,8,TRUE
"26280",3,8,8,TRUE
"26281",3,8,8,TRUE
"26285",3,8,8,TRUE
"26287",5,60,8,TRUE
