"gene","n_datasets_with_gene","non_imputed_First.trimester","non_imputed_Second.trimester","in_both_groups"
"1795",3,17,5,TRUE
"1804",3,17,5,TRUE
"1837",3,17,5,TRUE
"1839",3,17,5,TRUE
"1844",3,17,5,TRUE
"185",3,17,5,TRUE
"187",3,17,5,TRUE
"1876",2,24,5,TRUE
"1879",3,17,5,TRUE
"1902",3,17,5,TRUE
"1906",3,17,5,TRUE
"1909",3,17,5,TRUE
"1911",1,9,5,TRUE
"1933",2,24,5,TRUE
"1937",2,24,5,TRUE
"1952",3,17,5,TRUE
"1955",3,17,5,TRUE
"1959",3,17,5,TRUE
"1962",3,17,5,TRUE
"196410",3,17,5,TRUE
"196483",1,9,5,TRUE
"196740",3,17,5,TRUE
"197259",3,17,5,TRUE
"1973",2,24,5,TRUE
"1975",2,24,5,TRUE
"199",3,17,5,TRUE
"199221",3,17,5,TRUE
"20",3,17,5,TRUE
"200030",2,24,5,TRUE
"200132",3,17,5,TRUE
"200316",3,17,5,TRUE
"200350",1,9,5,TRUE
"200728",3,17,5,TRUE
"201134",3,17,5,TRUE
"201633",3,17,5,TRUE
"201725",3,17,5,TRUE
"2018",3,17,5,TRUE
"201965",2,24,5,TRUE
"202051",3,17,5,TRUE
"202151",3,17,5,TRUE
"203447",3,17,5,TRUE
"203522",3,17,5,TRUE
"2042",3,17,5,TRUE
"2043",3,17,5,TRUE
"2046",3,17,5,TRUE
"2048",3,17,5,TRUE
"206358",3,17,5,TRUE
"206412",3,17,5,TRUE
"2073",2,24,5,TRUE
"2086",3,17,5,TRUE
"21",3,17,5,TRUE
"2113",3,17,5,TRUE
"2116",3,17,5,TRUE
"2122",3,17,5,TRUE
"2124",3,17,5,TRUE
"2149",3,17,5,TRUE
"2150",3,17,5,TRUE
"216",3,17,5,TRUE
"2167",3,17,5,TRUE
"2170",3,17,5,TRUE
"2171",2,24,5,TRUE
"2182",2,24,5,TRUE
"219285",3,17,5,TRUE
"219348",3,17,5,TRUE
"219473",1,9,5,TRUE
"219493",1,9,5,TRUE
"2195",3,17,5,TRUE
"219623",3,17,5,TRUE
"219736",3,17,5,TRUE
"219749",3,17,5,TRUE
"219858",1,9,5,TRUE
"219931",3,17,5,TRUE
"219972",3,17,5,TRUE
"220032",1,9,5,TRUE
"220164",3,17,5,TRUE
"220388",3,17,5,TRUE
"220441",3,17,5,TRUE
"220869",2,24,5,TRUE
"2209",1,9,5,TRUE
"220972",3,17,5,TRUE
"220992",3,17,5,TRUE
"221061",3,17,5,TRUE
"2212",2,24,5,TRUE
"221322",3,17,5,TRUE
"221357",2,24,5,TRUE
"2214",2,24,5,TRUE
"221400",3,17,5,TRUE
"221458",3,17,5,TRUE
"2218",3,17,5,TRUE
"221895",3,17,5,TRUE
"221960",2,24,5,TRUE
"222194",3,17,5,TRUE
"222223",3,17,5,TRUE
"222389",3,17,5,TRUE
"222546",3,17,5,TRUE
"222643",3,17,5,TRUE
"222962",3,17,5,TRUE
"222967",2,24,5,TRUE
"2254",3,17,5,TRUE
"2258",3,17,5,TRUE
"226",2,24,5,TRUE
"2262",3,17,5,TRUE
"2267",3,17,5,TRUE
"2273",3,17,5,TRUE
"22801",3,17,5,TRUE
"22806",3,17,5,TRUE
"22824",3,17,5,TRUE
"22835",3,17,5,TRUE
"22849",3,17,5,TRUE
"2286",2,24,5,TRUE
"22863",3,17,5,TRUE
"22871",3,17,5,TRUE
"22875",3,17,5,TRUE
"22882",3,17,5,TRUE
"2289",3,17,5,TRUE
"22911",3,17,5,TRUE
"22915",3,17,5,TRUE
"22924",3,17,5,TRUE
"22925",3,17,5,TRUE
"22932",2,24,5,TRUE
"2295",3,17,5,TRUE
"2298",1,9,5,TRUE
"22984",3,17,5,TRUE
"22993",3,17,5,TRUE
"23024",3,17,5,TRUE
"23030",3,17,5,TRUE
"23031",3,17,5,TRUE
"23066",3,17,5,TRUE
"23090",3,17,5,TRUE
"23094",3,17,5,TRUE
"23098",3,17,5,TRUE
"23105",3,17,5,TRUE
"23108",3,17,5,TRUE
"23116",3,17,5,TRUE
"23117",2,24,5,TRUE
"23127",3,17,5,TRUE
"23148",3,17,5,TRUE
"23162",3,17,5,TRUE
"23166",3,17,5,TRUE
"23178",3,17,5,TRUE
"23187",3,17,5,TRUE
"23194",3,17,5,TRUE
"23208",3,17,5,TRUE
"23213",3,17,5,TRUE
"23233",3,17,5,TRUE
"23235",3,17,5,TRUE
"23240",3,17,5,TRUE
"23247",3,17,5,TRUE
"2327",3,17,5,TRUE
"23295",2,24,5,TRUE
"2330",3,17,5,TRUE
"23302",3,17,5,TRUE
"23308",2,24,5,TRUE
"23312",3,17,5,TRUE
"23336",3,17,5,TRUE
"2334",3,17,5,TRUE
"23354",3,17,5,TRUE
"23359",3,17,5,TRUE
"23366",3,17,5,TRUE
"23371",3,17,5,TRUE
"23409",3,17,5,TRUE
"23414",3,17,5,TRUE
"2342",2,24,5,TRUE
"23420",2,24,5,TRUE
"23457",3,17,5,TRUE
"23460",3,17,5,TRUE
"23491",3,17,5,TRUE
"23493",3,17,5,TRUE
"23526",3,17,5,TRUE
"23529",3,17,5,TRUE
"23548",3,17,5,TRUE
"23555",3,17,5,TRUE
"23559",2,24,5,TRUE
"23566",3,17,5,TRUE
"2358",3,17,5,TRUE
"23584",3,17,5,TRUE
"2359",3,17,5,TRUE
"23678",2,24,5,TRUE
"23762",3,17,5,TRUE
"23767",3,17,5,TRUE
"23779",1,9,5,TRUE
"24146",3,17,5,TRUE
"24150",2,24,5,TRUE
"2444",3,17,5,TRUE
"245936",3,17,5,TRUE
"245972",3,17,5,TRUE
"246184",2,24,5,TRUE
"246721",2,24,5,TRUE
"2483",2,24,5,TRUE
"252969",3,17,5,TRUE
"252995",3,17,5,TRUE
"253152",3,17,5,TRUE
"2532",3,17,5,TRUE
"253314",1,9,5,TRUE
"253714",2,24,5,TRUE
"253738",3,17,5,TRUE
"253769",3,17,5,TRUE
"253980",3,17,5,TRUE
"254228",3,17,5,TRUE
"254251",3,17,5,TRUE
"254263",3,17,5,TRUE
"254531",3,17,5,TRUE
"2547",2,24,5,TRUE
"255231",3,17,5,TRUE
"255877",3,17,5,TRUE
"2559",3,17,5,TRUE
"2560",3,17,5,TRUE
"256051",3,17,5,TRUE
"256126",3,17,5,TRUE
"2562",3,17,5,TRUE
"256435",3,17,5,TRUE
"2569",3,17,5,TRUE
"257019",3,17,5,TRUE
"257044",3,17,5,TRUE
"2571",3,17,5,TRUE
"257106",3,17,5,TRUE
"257313",3,17,5,TRUE
"257364",3,17,5,TRUE
"25764",2,24,5,TRUE
"2577",1,9,5,TRUE
"25780",3,17,5,TRUE
"25789",3,17,5,TRUE
"25809",3,17,5,TRUE
"25827",3,17,5,TRUE
"25832",2,24,5,TRUE
"25843",2,24,5,TRUE
"25878",3,17,5,TRUE
"25884",3,17,5,TRUE
"25890",3,17,5,TRUE
"259217",3,17,5,TRUE
"25925",3,17,5,TRUE
"25943",3,17,5,TRUE
"2596",3,17,5,TRUE
"26",3,17,5,TRUE
"26002",3,17,5,TRUE
"26024",2,24,5,TRUE
"260293",3,17,5,TRUE
"26032",3,17,5,TRUE
"26034",3,17,5,TRUE
"26054",3,17,5,TRUE
"26108",3,17,5,TRUE
"26137",3,17,5,TRUE
"26140",2,24,5,TRUE
"26149",2,24,5,TRUE
"26157",3,17,5,TRUE
"26173",3,17,5,TRUE
"26206",3,17,5,TRUE
"2621",3,17,5,TRUE
"2622",3,17,5,TRUE
"26232",3,17,5,TRUE
"26279",3,17,5,TRUE
"2629",2,24,5,TRUE
"26292",2,24,5,TRUE
"2643",3,17,5,TRUE
"26468",3,17,5,TRUE
"26472",2,24,5,TRUE
"2651",3,17,5,TRUE
"2653",2,24,5,TRUE
"26575",3,17,5,TRUE
"26580",2,24,5,TRUE
"26585",3,17,5,TRUE
"266747",3,17,5,TRUE
"267004",2,24,5,TRUE
"26747",3,17,5,TRUE
"26872",3,17,5,TRUE
"26960",3,17,5,TRUE
"26974",3,17,5,TRUE
"26986",2,24,5,TRUE
"26999",3,17,5,TRUE
"2700",3,17,5,TRUE
"2706",3,17,5,TRUE
"27063",3,17,5,TRUE
"27094",1,9,5,TRUE
"27098",3,17,5,TRUE
"2710",3,17,5,TRUE
"27111",1,9,5,TRUE
"27115",3,17,5,TRUE
"27123",3,17,5,TRUE
"27141",3,17,5,TRUE
"27233",3,17,5,TRUE
"27239",3,17,5,TRUE
"27240",3,17,5,TRUE
"27255",3,17,5,TRUE
"27294",3,17,5,TRUE
"27328",1,9,5,TRUE
"27333",3,17,5,TRUE
"27347",3,17,5,TRUE
"27350",3,17,5,TRUE
"2743",3,17,5,TRUE
"276",1,9,5,TRUE
"2769",3,17,5,TRUE
"277",1,9,5,TRUE
"2774",3,17,5,TRUE
"2779",3,17,5,TRUE
"278",1,9,5,TRUE
"279",1,9,5,TRUE
"2790",2,24,5,TRUE
"2793",3,17,5,TRUE
"2796",3,17,5,TRUE
"280",3,17,5,TRUE
"2811",3,17,5,TRUE
"2823",3,17,5,TRUE
"28232",3,17,5,TRUE
"2824",3,17,5,TRUE
"2825",3,17,5,TRUE
"283116",1,9,5,TRUE
"283150",3,17,5,TRUE
"28316",3,17,5,TRUE
"283219",3,17,5,TRUE
"283298",3,17,5,TRUE
"283316",3,17,5,TRUE
"283337",3,17,5,TRUE
"283373",3,17,5,TRUE
"283514",3,17,5,TRUE
"283537",3,17,5,TRUE
"283820",1,9,5,TRUE
"283848",3,17,5,TRUE
"283869",3,17,5,TRUE
"283897",3,17,5,TRUE
"283953",2,24,5,TRUE
"284021",3,17,5,TRUE
"284023",3,17,5,TRUE
"284098",3,17,5,TRUE
"284194",1,9,5,TRUE
"2842",3,17,5,TRUE
"284254",1,9,5,TRUE
"284307",3,17,5,TRUE
"284325",3,17,5,TRUE
"284339",3,17,5,TRUE
"284340",3,17,5,TRUE
"284358",3,17,5,TRUE
"284390",3,17,5,TRUE
"284391",3,17,5,TRUE
"284417",1,9,5,TRUE
"284467",1,9,5,TRUE
"284521",3,17,5,TRUE
"284565",2,24,5,TRUE
"284656",3,17,5,TRUE
"284723",3,17,5,TRUE
"285016",3,17,5,TRUE
"285175",3,17,5,TRUE
"285193",3,17,5,TRUE
"285195",3,17,5,TRUE
"285203",3,17,5,TRUE
"285220",3,17,5,TRUE
"285596",1,9,5,TRUE
"285605",3,17,5,TRUE
"285636",2,24,5,TRUE
"2857",3,17,5,TRUE
"285755",3,17,5,TRUE
"285966",2,24,5,TRUE
"285989",3,17,5,TRUE
"286343",3,17,5,TRUE
"286527",1,9,5,TRUE
"287",3,17,5,TRUE
"2876",2,24,5,TRUE
"2892",3,17,5,TRUE
"28951",3,17,5,TRUE
"28957",2,24,5,TRUE
"28959",3,17,5,TRUE
"28964",3,17,5,TRUE
"28968",3,17,5,TRUE
"29015",3,17,5,TRUE
"2903",3,17,5,TRUE
"29057",2,24,5,TRUE
"29070",3,17,5,TRUE
"2912",3,17,5,TRUE
"29128",2,24,5,TRUE
"2919",3,17,5,TRUE
"2920",3,17,5,TRUE
"2938",3,17,5,TRUE
"2939",2,24,5,TRUE
"2944",2,24,5,TRUE
"2946",2,24,5,TRUE
"2966",1,9,5,TRUE
"29767",3,17,5,TRUE
"2977",3,17,5,TRUE
"29780",3,17,5,TRUE
"2979",3,17,5,TRUE
"29799",3,17,5,TRUE
"2980",3,17,5,TRUE
"29800",3,17,5,TRUE
"2983",3,17,5,TRUE
"29855",3,17,5,TRUE
"29902",3,17,5,TRUE
"29903",3,17,5,TRUE
"29942",3,17,5,TRUE
"29944",3,17,5,TRUE
"29951",3,17,5,TRUE
"2996",3,17,5,TRUE
"29964",1,9,5,TRUE
"29970",2,24,5,TRUE
"30009",3,17,5,TRUE
"3013",2,24,5,TRUE
"3020",2,24,5,TRUE
"3037",3,17,5,TRUE
"3039",2,24,5,TRUE
"3040",2,24,5,TRUE
"3047",2,24,5,TRUE
"3050",2,24,5,TRUE
"3054",3,17,5,TRUE
"3055",3,17,5,TRUE
"3071",3,17,5,TRUE
"3075",3,17,5,TRUE
"3077",3,17,5,TRUE
"3080",3,17,5,TRUE
"30818",3,17,5,TRUE
"30835",3,17,5,TRUE
"30851",2,24,5,TRUE
"3087",3,17,5,TRUE
"3101",3,17,5,TRUE
"3125",2,24,5,TRUE
"3126",2,24,5,TRUE
"3142",3,17,5,TRUE
"3150",2,24,5,TRUE
"3151",2,24,5,TRUE
"316",3,17,5,TRUE
"317",3,17,5,TRUE
"317649",3,17,5,TRUE
"317701",3,17,5,TRUE
"317749",1,9,5,TRUE
"317772",2,24,5,TRUE
"3188",2,24,5,TRUE
"32",3,17,5,TRUE
"3203",3,17,5,TRUE
"3205",2,24,5,TRUE
"3206",3,17,5,TRUE
"3215",3,17,5,TRUE
"3216",3,17,5,TRUE
"3221",3,17,5,TRUE
"3223",3,17,5,TRUE
"3224",3,17,5,TRUE
"3226",3,17,5,TRUE
"3229",3,17,5,TRUE
"3232",3,17,5,TRUE
"326",3,17,5,TRUE
"326624",3,17,5,TRUE
"3268",3,17,5,TRUE
"33",3,17,5,TRUE
"330",3,17,5,TRUE
"3304",3,17,5,TRUE
"3310",3,17,5,TRUE
"3315",2,24,5,TRUE
"3329",2,24,5,TRUE
"3336",2,24,5,TRUE
"335",3,17,5,TRUE
"3371",3,17,5,TRUE
"3373",3,17,5,TRUE
"337876",3,17,5,TRUE
"338707",3,17,5,TRUE
"338773",3,17,5,TRUE
"338879",1,9,5,TRUE
"339122",2,24,5,TRUE
"339210",3,17,5,TRUE
"339318",2,24,5,TRUE
"339324",3,17,5,TRUE
"3394",3,17,5,TRUE
"339451",3,17,5,TRUE
"339479",3,17,5,TRUE
"339559",3,17,5,TRUE
"339768",3,17,5,TRUE
"340156",3,17,5,TRUE
"340260",1,9,5,TRUE
"340267",3,17,5,TRUE
"340307",2,24,5,TRUE
"340385",3,17,5,TRUE
"340419",3,17,5,TRUE
"340547",3,17,5,TRUE
"340602",3,17,5,TRUE
"341640",3,17,5,TRUE
"342371",3,17,5,TRUE
"342527",3,17,5,TRUE
"3426",3,17,5,TRUE
"342897",3,17,5,TRUE
"342908",3,17,5,TRUE
"342931",1,9,5,TRUE
"342977",3,17,5,TRUE
"343066",1,9,5,TRUE
"343099",3,17,5,TRUE
"343990",3,17,5,TRUE
"344",1,9,5,TRUE
"344148",3,17,5,TRUE
"344167",2,24,5,TRUE
"344558",3,17,5,TRUE
"344787",1,9,5,TRUE
"344805",1,9,5,TRUE
"3452",3,17,5,TRUE
"3455",3,17,5,TRUE
"345778",3,17,5,TRUE
"346007",3,17,5,TRUE
"347",3,17,5,TRUE
"347252",3,17,5,TRUE
"347344",3,17,5,TRUE
"347733",3,17,5,TRUE
"3481",2,24,5,TRUE
"3483",3,17,5,TRUE
"349136",3,17,5,TRUE
"349334",1,9,5,TRUE
"353376",1,9,5,TRUE
"353497",3,17,5,TRUE
"353514",3,17,5,TRUE
"3568",3,17,5,TRUE
"3569",3,17,5,TRUE
"3576",3,17,5,TRUE
"3578",3,17,5,TRUE
"3579",3,17,5,TRUE
"3586",3,17,5,TRUE
"3595",3,17,5,TRUE
"359787",1,9,5,TRUE
"3598",3,17,5,TRUE
"3603",3,17,5,TRUE
"3606",3,17,5,TRUE
"3627",3,17,5,TRUE
"3628",3,17,5,TRUE
"3656",3,17,5,TRUE
"366",3,17,5,TRUE
"3662",3,17,5,TRUE
"3673",3,17,5,TRUE
"3676",3,17,5,TRUE
"3684",3,17,5,TRUE
"3688",2,24,5,TRUE
"3714",3,17,5,TRUE
"3741",3,17,5,TRUE
"374654",3,17,5,TRUE
"374900",3,17,5,TRUE
"374928",2,24,5,TRUE
